2025-06-26 07:09:12 | INFO | bilibili-crawler | {'code': 0, 'message': '0', 'ttl': 1, 'data': '1.小朋友们大家好，我是你们爷爷最喜欢的超威一列姆！\r\n2.在过去的一年里，我创作了无数脍炙人口的歌曲，常常被人夸赞高产似雌豚。\r\n3.接下来的日子里我会一如既往地勤勉创作，争取继续保持现在的产量，文体两开花。\r\n4.我感觉照这个势头和速度下去别说日常更新不在话下，连出张新专辑都指日可待了啊。\r\n5.也感谢你们一如既往的支持和鼓励，我会注意身体，不把自己累垮掉的。\r\n6.我个人不建议你们在评论区里艾特任何UP主，我真的不建议，当然你们非要这么做我也没办法的。'}
2025-06-26 07:18:05 | ERROR | bilibili-crawler | {'list': {'2022': [{'ID': 38, 'priod': 29, 'publish_time': 1672394399}, {'ID': 36, 'priod': 28, 'publish_time': 1671789599}, {'ID': 34, 'priod': 27, 'publish_time': 1671184800}, {'ID': 32, 'priod': 26, 'publish_time': 1670579999}, {'ID': 30, 'priod': 25, 'publish_time': 1669976540}, {'ID': 28, 'priod': 24, 'publish_time': 1669370757}, {'ID': 26, 'priod': 23, 'publish_time': 1668766987}, {'ID': 22, 'priod': 22, 'publish_time': 1668163419}, {'ID': 21, 'priod': 21, 'publish_time': 1667558276}, {'ID': 20, 'priod': 20, 'publish_time': 1666951199}, {'ID': 19, 'priod': 19, 'publish_time': 1666346399}, {'ID': 18, 'priod': 18, 'publish_time': 1665741599}, {'ID': 17, 'priod': 17, 'publish_time': 1665136799}, {'ID': 16, 'priod': 16, 'publish_time': 1664531999}, {'ID': 15, 'priod': 15, 'publish_time': 1663927199}, {'ID': 14, 'priod': 14, 'publish_time': 1663322399}, {'ID': 13, 'priod': 13, 'publish_time': 1662717599}, {'ID': 12, 'priod': 12, 'publish_time': 1662113559}, {'ID': 11, 'priod': 11, 'publish_time': 1661508657}, {'ID': 10, 'priod': 10, 'publish_time': 1660903199}, {'ID': 9, 'priod': 9, 'publish_time': 1660298400}, {'ID': 8, 'priod': 8, 'publish_time': 1659693599}, {'ID': 7, 'priod': 7, 'publish_time': 1659088799}, {'ID': 6, 'priod': 6, 'publish_time': 1658483999}, {'ID': 5, 'priod': 5, 'publish_time': 1657879200}, {'ID': 4, 'priod': 4, 'publish_time': 1657274399}, {'ID': 3, 'priod': 3, 'publish_time': 1656669600}, {'ID': 2, 'priod': 2, 'publish_time': 1656064800}, {'ID': 1, 'priod': 1, 'publish_time': 1655460091}], '2023': [{'ID': 143, 'priod': 81, 'publish_time': 1703844000}, {'ID': 141, 'priod': 80, 'publish_time': 1703239224}, {'ID': 139, 'priod': 79, 'publish_time': 1702634399}, {'ID': 137, 'priod': 78, 'publish_time': 1702029600}, {'ID': 135, 'priod': 77, 'publish_time': 1701424799}, {'ID': 133, 'priod': 76, 'publish_time': 1700819999}, {'ID': 131, 'priod': 75, 'publish_time': 1700215199}, {'ID': 129, 'priod': 74, 'publish_time': 1699610399}, {'ID': 127, 'priod': 73, 'publish_time': 1699005660}, {'ID': 125, 'priod': 72, 'publish_time': 1698400799}, {'ID': 123, 'priod': 71, 'publish_time': 1697795999}, {'ID': 121, 'priod': 70, 'publish_time': 1697191199}, {'ID': 119, 'priod': 69, 'publish_time': 1696586400}, {'ID': 117, 'priod': 68, 'publish_time': 1695981600}, {'ID': 115, 'priod': 67, 'publish_time': 1695376800}, {'ID': 113, 'priod': 66, 'publish_time': 1694772000}, {'ID': 111, 'priod': 65, 'publish_time': 1694167200}, {'ID': 109, 'priod': 64, 'publish_time': 1693562400}, {'ID': 107, 'priod': 63, 'publish_time': 1692957600}, {'ID': 105, 'priod': 62, 'publish_time': 1692352800}, {'ID': 103, 'priod': 61, 'publish_time': 1691748000}, {'ID': 100, 'priod': 60, 'publish_time': 1691143200}, {'ID': 98, 'priod': 59, 'publish_time': 1690538400}, {'ID': 96, 'priod': 58, 'publish_time': 1689933600}, {'ID': 94, 'priod': 57, 'publish_time': 1689328800}, {'ID': 92, 'priod': 56, 'publish_time': 1688724000}, {'ID': 90, 'priod': 55, 'publish_time': 1688119200}, {'ID': 88, 'priod': 54, 'publish_time': 1687514399}, {'ID': 86, 'priod': 53, 'publish_time': 1686909599}, {'ID': 84, 'priod': 52, 'publish_time': 1686304799}, {'ID': 82, 'priod': 51, 'publish_time': 1685699999}, {'ID': 80, 'priod': 50, 'publish_time': 1685095439}, {'ID': 78, 'priod': 49, 'publish_time': 1684490466}, {'ID': 76, 'priod': 48, 'publish_time': 1683885696}, {'ID': 74, 'priod': 47, 'publish_time': 1683281010}, {'ID': 72, 'priod': 46, 'publish_time': 1682675999}, {'ID': 70, 'priod': 45, 'publish_time': 1682071442}, {'ID': 68, 'priod': 44, 'publish_time': 1681466400}, {'ID': 66, 'priod': 43, 'publish_time': 1680861599}, {'ID': 64, 'priod': 42, 'publish_time': 1680256799}, {'ID': 62, 'priod': 41, 'publish_time': 1679652088}, {'ID': 60, 'priod': 40, 'publish_time': 1679047199}, {'ID': 58, 'priod': 39, 'publish_time': 1678442399}, {'ID': 56, 'priod': 38, 'publish_time': 1677837600}, {'ID': 54, 'priod': 37, 'publish_time': 1677232800}, {'ID': 52, 'priod': 36, 'publish_time': 1676628000}, {'ID': 50, 'priod': 35, 'publish_time': 1676023199}, {'ID': 48, 'priod': 34, 'publish_time': 1675418399}, {'ID': 46, 'priod': 33, 'publish_time': 1674813599}, {'ID': 44, 'priod': 32, 'publish_time': 1674208799}, {'ID': 42, 'priod': 31, 'publish_time': 1673603999}, {'ID': 40, 'priod': 30, 'publish_time': 1672999199}], '2024': [{'ID': 247, 'priod': 133, 'publish_time': 1735293600}, {'ID': 245, 'priod': 132, 'publish_time': 1734688800}, {'ID': 243, 'priod': 131, 'publish_time': 1734084000}, {'ID': 241, 'priod': 130, 'publish_time': 1733479200}, {'ID': 239, 'priod': 129, 'publish_time': 1732874400}, {'ID': 237, 'priod': 128, 'publish_time': 1732269600}, {'ID': 235, 'priod': 127, 'publish_time': 1731664800}, {'ID': 233, 'priod': 126, 'publish_time': 1731060000}, {'ID': 231, 'priod': 125, 'publish_time': 1730455200}, {'ID': 229, 'priod': 124, 'publish_time': 1729851677}, {'ID': 227, 'priod': 123, 'publish_time': 1729245600}, {'ID': 225, 'priod': 122, 'publish_time': 1728640800}, {'ID': 223, 'priod': 121, 'publish_time': 1728036000}, {'ID': 221, 'priod': 120, 'publish_time': 1727431200}, {'ID': 219, 'priod': 119, 'publish_time': 1726826400}, {'ID': 217, 'priod': 118, 'publish_time': 1726221600}, {'ID': 215, 'priod': 117, 'publish_time': 1725616800}, {'ID': 213, 'priod': 116, 'publish_time': 1725012000}, {'ID': 211, 'priod': 115, 'publish_time': 1724407200}, {'ID': 209, 'priod': 114, 'publish_time': 1723802400}, {'ID': 207, 'priod': 113, 'publish_time': 1723197639}, {'ID': 205, 'priod': 112, 'publish_time': 1722592828}, {'ID': 203, 'priod': 111, 'publish_time': 1721988000}, {'ID': 201, 'priod': 110, 'publish_time': 1721383200}, {'ID': 199, 'priod': 109, 'publish_time': 1720778400}, {'ID': 197, 'priod': 108, 'publish_time': 1720173794}, {'ID': 195, 'priod': 107, 'publish_time': 1719568800}, {'ID': 193, 'priod': 106, 'publish_time': 1718964000}, {'ID': 191, 'priod': 105, 'publish_time': 1718359354}, {'ID': 189, 'priod': 104, 'publish_time': 1717754400}, {'ID': 187, 'priod': 103, 'publish_time': 1717149600}, {'ID': 185, 'priod': 102, 'publish_time': 1716544800}, {'ID': 183, 'priod': 101, 'publish_time': 1715940039}, {'ID': 181, 'priod': 100, 'publish_time': 1715335261}, {'ID': 179, 'priod': 99, 'publish_time': 1714730400}, {'ID': 177, 'priod': 98, 'publish_time': 1714125600}, {'ID': 175, 'priod': 97, 'publish_time': 1713520800}, {'ID': 173, 'priod': 96, 'publish_time': 1712916000}, {'ID': 171, 'priod': 95, 'publish_time': 1712311211}, {'ID': 169, 'priod': 94, 'publish_time': 1711706400}, {'ID': 167, 'priod': 93, 'publish_time': 1711101600}, {'ID': 165, 'priod': 92, 'publish_time': 1710497115}, {'ID': 163, 'priod': 91, 'publish_time': 1709892091}, {'ID': 161, 'priod': 90, 'publish_time': 1709287200}, {'ID': 159, 'priod': 89, 'publish_time': 1708682400}, {'ID': 157, 'priod': 88, 'publish_time': 1708077600}, {'ID': 155, 'priod': 87, 'publish_time': 1707472800}, {'ID': 153, 'priod': 86, 'publish_time': 1706868000}, {'ID': 151, 'priod': 85, 'publish_time': 1706263200}, {'ID': 149, 'priod': 84, 'publish_time': 1705658400}, {'ID': 147, 'priod': 83, 'publish_time': 1705053626}, {'ID': 145, 'priod': 82, 'publish_time': 1704448800}], '2025': [{'ID': 297, 'priod': 158, 'publish_time': 1750413600}, {'ID': 295, 'priod': 157, 'publish_time': 1749808800}, {'ID': 293, 'priod': 156, 'publish_time': 1749204246}, {'ID': 291, 'priod': 155, 'publish_time': 1748599200}, {'ID': 289, 'priod': 154, 'publish_time': 1747994400}, {'ID': 287, 'priod': 153, 'publish_time': 1747389600}, {'ID': 285, 'priod': 152, 'publish_time': 1746784800}, {'ID': 283, 'priod': 151, 'publish_time': 1746180000}, {'ID': 281, 'priod': 150, 'publish_time': 1745575200}, {'ID': 279, 'priod': 149, 'publish_time': 1744974975}, {'ID': 277, 'priod': 148, 'publish_time': 1744365600}, {'ID': 275, 'priod': 147, 'publish_time': 1743760800}, {'ID': 273, 'priod': 146, 'publish_time': 1743156000}, {'ID': 271, 'priod': 145, 'publish_time': 1742551200}, {'ID': 269, 'priod': 144, 'publish_time': 1741946400}, {'ID': 267, 'priod': 143, 'publish_time': 1741341600}, {'ID': 265, 'priod': 142, 'publish_time': 1740736800}, {'ID': 263, 'priod': 141, 'publish_time': 1740132000}, {'ID': 261, 'priod': 140, 'publish_time': 1739527200}, {'ID': 259, 'priod': 139, 'publish_time': 1738922400}, {'ID': 257, 'priod': 138, 'publish_time': 1738317600}, {'ID': 255, 'priod': 137, 'publish_time': 1737712800}, {'ID': 253, 'priod': 136, 'publish_time': 1737108000}, {'ID': 251, 'priod': 135, 'publish_time': 1736503200}, {'ID': 249, 'priod': 134, 'publish_time': 1735898400}]}}
2025-06-26 07:18:06 | INFO | bilibili-crawler | 爬取数据完成
2025-06-26 07:18:06 | INFO | bilibili-crawler | 开始数据清洗
2025-06-26 07:18:08 | INFO | bilibili-crawler | 数据清洗完成
2025-06-26 07:18:08 | INFO | bilibili-crawler | 生成数据分析报告中
2025-06-26 07:18:08 | INFO | bilibili-crawler | 数据分析报告已生成
2025-06-26 07:20:15 | INFO | bilibili-crawler | 开始爬取数据
2025-06-26 07:20:18 | INFO | bilibili-crawler | 匹配到的文件: ['音乐榜单-热榜-数据爬取20250626_065720_935662.json', '音乐榜单-热榜-数据爬取20250626_070933_186851.json', '音乐榜单-热榜-数据爬取20250626_071136_301989.json', '音乐榜单-热榜-数据爬取20250626_071505_774650.json', '音乐榜单-热榜-数据爬取20250626_071545_069515.json', '音乐榜单-热榜-数据爬取20250626_071802_439312.json', '音乐榜单-热榜-数据爬取20250626_072015_674382.json']
2025-06-26 07:20:18 | INFO | bilibili-crawler | 最新的原始数据文件: 音乐榜单-热榜-数据爬取20250626_072015_674382.json
2025-06-26 07:20:41 | INFO | bilibili-crawler | 开始爬取数据
2025-06-26 07:20:45 | INFO | bilibili-crawler | 匹配到的文件: ['音乐榜单-热榜-数据爬取20250626_065720_935662.json', '音乐榜单-热榜-数据爬取20250626_070933_186851.json', '音乐榜单-热榜-数据爬取20250626_071136_301989.json', '音乐榜单-热榜-数据爬取20250626_071505_774650.json', '音乐榜单-热榜-数据爬取20250626_071545_069515.json', '音乐榜单-热榜-数据爬取20250626_071802_439312.json', '音乐榜单-热榜-数据爬取20250626_072015_674382.json', '音乐榜单-热榜-数据爬取20250626_072042_072638.json']
2025-06-26 07:20:45 | INFO | bilibili-crawler | 最新的原始数据文件: 音乐榜单-热榜-数据爬取20250626_072042_072638.json
2025-06-26 07:20:45 | INFO | bilibili-crawler | 数据内容: {'2022': [{'ID': 38, 'priod': 29, 'publish_time': 1672394399}, {'ID': 36, 'priod': 28, 'publish_time': 1671789599}, {'ID': 34, 'priod': 27, 'publish_time': 1671184800}, {'ID': 32, 'priod': 26, 'publish_time': 1670579999}, {'ID': 30, 'priod': 25, 'publish_time': 1669976540}, {'ID': 28, 'priod': 24, 'publish_time': 1669370757}, {'ID': 26, 'priod': 23, 'publish_time': 1668766987}, {'ID': 22, 'priod': 22, 'publish_time': 1668163419}, {'ID': 21, 'priod': 21, 'publish_time': 1667558276}, {'ID': 20, 'priod': 20, 'publish_time': 1666951199}, {'ID': 19, 'priod': 19, 'publish_time': 1666346399}, {'ID': 18, 'priod': 18, 'publish_time': 1665741599}, {'ID': 17, 'priod': 17, 'publish_time': 1665136799}, {'ID': 16, 'priod': 16, 'publish_time': 1664531999}, {'ID': 15, 'priod': 15, 'publish_time': 1663927199}, {'ID': 14, 'priod': 14, 'publish_time': 1663322399}, {'ID': 13, 'priod': 13, 'publish_time': 1662717599}, {'ID': 12, 'priod': 12, 'publish_time': 1662113559}, {'ID': 11, 'priod': 11, 'publish_time': 1661508657}, {'ID': 10, 'priod': 10, 'publish_time': 1660903199}, {'ID': 9, 'priod': 9, 'publish_time': 1660298400}, {'ID': 8, 'priod': 8, 'publish_time': 1659693599}, {'ID': 7, 'priod': 7, 'publish_time': 1659088799}, {'ID': 6, 'priod': 6, 'publish_time': 1658483999}, {'ID': 5, 'priod': 5, 'publish_time': 1657879200}, {'ID': 4, 'priod': 4, 'publish_time': 1657274399}, {'ID': 3, 'priod': 3, 'publish_time': 1656669600}, {'ID': 2, 'priod': 2, 'publish_time': 1656064800}, {'ID': 1, 'priod': 1, 'publish_time': 1655460091}], '2023': [{'ID': 143, 'priod': 81, 'publish_time': 1703844000}, {'ID': 141, 'priod': 80, 'publish_time': 1703239224}, {'ID': 139, 'priod': 79, 'publish_time': 1702634399}, {'ID': 137, 'priod': 78, 'publish_time': 1702029600}, {'ID': 135, 'priod': 77, 'publish_time': 1701424799}, {'ID': 133, 'priod': 76, 'publish_time': 1700819999}, {'ID': 131, 'priod': 75, 'publish_time': 1700215199}, {'ID': 129, 'priod': 74, 'publish_time': 1699610399}, {'ID': 127, 'priod': 73, 'publish_time': 1699005660}, {'ID': 125, 'priod': 72, 'publish_time': 1698400799}, {'ID': 123, 'priod': 71, 'publish_time': 1697795999}, {'ID': 121, 'priod': 70, 'publish_time': 1697191199}, {'ID': 119, 'priod': 69, 'publish_time': 1696586400}, {'ID': 117, 'priod': 68, 'publish_time': 1695981600}, {'ID': 115, 'priod': 67, 'publish_time': 1695376800}, {'ID': 113, 'priod': 66, 'publish_time': 1694772000}, {'ID': 111, 'priod': 65, 'publish_time': 1694167200}, {'ID': 109, 'priod': 64, 'publish_time': 1693562400}, {'ID': 107, 'priod': 63, 'publish_time': 1692957600}, {'ID': 105, 'priod': 62, 'publish_time': 1692352800}, {'ID': 103, 'priod': 61, 'publish_time': 1691748000}, {'ID': 100, 'priod': 60, 'publish_time': 1691143200}, {'ID': 98, 'priod': 59, 'publish_time': 1690538400}, {'ID': 96, 'priod': 58, 'publish_time': 1689933600}, {'ID': 94, 'priod': 57, 'publish_time': 1689328800}, {'ID': 92, 'priod': 56, 'publish_time': 1688724000}, {'ID': 90, 'priod': 55, 'publish_time': 1688119200}, {'ID': 88, 'priod': 54, 'publish_time': 1687514399}, {'ID': 86, 'priod': 53, 'publish_time': 1686909599}, {'ID': 84, 'priod': 52, 'publish_time': 1686304799}, {'ID': 82, 'priod': 51, 'publish_time': 1685699999}, {'ID': 80, 'priod': 50, 'publish_time': 1685095439}, {'ID': 78, 'priod': 49, 'publish_time': 1684490466}, {'ID': 76, 'priod': 48, 'publish_time': 1683885696}, {'ID': 74, 'priod': 47, 'publish_time': 1683281010}, {'ID': 72, 'priod': 46, 'publish_time': 1682675999}, {'ID': 70, 'priod': 45, 'publish_time': 1682071442}, {'ID': 68, 'priod': 44, 'publish_time': 1681466400}, {'ID': 66, 'priod': 43, 'publish_time': 1680861599}, {'ID': 64, 'priod': 42, 'publish_time': 1680256799}, {'ID': 62, 'priod': 41, 'publish_time': 1679652088}, {'ID': 60, 'priod': 40, 'publish_time': 1679047199}, {'ID': 58, 'priod': 39, 'publish_time': 1678442399}, {'ID': 56, 'priod': 38, 'publish_time': 1677837600}, {'ID': 54, 'priod': 37, 'publish_time': 1677232800}, {'ID': 52, 'priod': 36, 'publish_time': 1676628000}, {'ID': 50, 'priod': 35, 'publish_time': 1676023199}, {'ID': 48, 'priod': 34, 'publish_time': 1675418399}, {'ID': 46, 'priod': 33, 'publish_time': 1674813599}, {'ID': 44, 'priod': 32, 'publish_time': 1674208799}, {'ID': 42, 'priod': 31, 'publish_time': 1673603999}, {'ID': 40, 'priod': 30, 'publish_time': 1672999199}], '2024': [{'ID': 247, 'priod': 133, 'publish_time': 1735293600}, {'ID': 245, 'priod': 132, 'publish_time': 1734688800}, {'ID': 243, 'priod': 131, 'publish_time': 1734084000}, {'ID': 241, 'priod': 130, 'publish_time': 1733479200}, {'ID': 239, 'priod': 129, 'publish_time': 1732874400}, {'ID': 237, 'priod': 128, 'publish_time': 1732269600}, {'ID': 235, 'priod': 127, 'publish_time': 1731664800}, {'ID': 233, 'priod': 126, 'publish_time': 1731060000}, {'ID': 231, 'priod': 125, 'publish_time': 1730455200}, {'ID': 229, 'priod': 124, 'publish_time': 1729851677}, {'ID': 227, 'priod': 123, 'publish_time': 1729245600}, {'ID': 225, 'priod': 122, 'publish_time': 1728640800}, {'ID': 223, 'priod': 121, 'publish_time': 1728036000}, {'ID': 221, 'priod': 120, 'publish_time': 1727431200}, {'ID': 219, 'priod': 119, 'publish_time': 1726826400}, {'ID': 217, 'priod': 118, 'publish_time': 1726221600}, {'ID': 215, 'priod': 117, 'publish_time': 1725616800}, {'ID': 213, 'priod': 116, 'publish_time': 1725012000}, {'ID': 211, 'priod': 115, 'publish_time': 1724407200}, {'ID': 209, 'priod': 114, 'publish_time': 1723802400}, {'ID': 207, 'priod': 113, 'publish_time': 1723197639}, {'ID': 205, 'priod': 112, 'publish_time': 1722592828}, {'ID': 203, 'priod': 111, 'publish_time': 1721988000}, {'ID': 201, 'priod': 110, 'publish_time': 1721383200}, {'ID': 199, 'priod': 109, 'publish_time': 1720778400}, {'ID': 197, 'priod': 108, 'publish_time': 1720173794}, {'ID': 195, 'priod': 107, 'publish_time': 1719568800}, {'ID': 193, 'priod': 106, 'publish_time': 1718964000}, {'ID': 191, 'priod': 105, 'publish_time': 1718359354}, {'ID': 189, 'priod': 104, 'publish_time': 1717754400}, {'ID': 187, 'priod': 103, 'publish_time': 1717149600}, {'ID': 185, 'priod': 102, 'publish_time': 1716544800}, {'ID': 183, 'priod': 101, 'publish_time': 1715940039}, {'ID': 181, 'priod': 100, 'publish_time': 1715335261}, {'ID': 179, 'priod': 99, 'publish_time': 1714730400}, {'ID': 177, 'priod': 98, 'publish_time': 1714125600}, {'ID': 175, 'priod': 97, 'publish_time': 1713520800}, {'ID': 173, 'priod': 96, 'publish_time': 1712916000}, {'ID': 171, 'priod': 95, 'publish_time': 1712311211}, {'ID': 169, 'priod': 94, 'publish_time': 1711706400}, {'ID': 167, 'priod': 93, 'publish_time': 1711101600}, {'ID': 165, 'priod': 92, 'publish_time': 1710497115}, {'ID': 163, 'priod': 91, 'publish_time': 1709892091}, {'ID': 161, 'priod': 90, 'publish_time': 1709287200}, {'ID': 159, 'priod': 89, 'publish_time': 1708682400}, {'ID': 157, 'priod': 88, 'publish_time': 1708077600}, {'ID': 155, 'priod': 87, 'publish_time': 1707472800}, {'ID': 153, 'priod': 86, 'publish_time': 1706868000}, {'ID': 151, 'priod': 85, 'publish_time': 1706263200}, {'ID': 149, 'priod': 84, 'publish_time': 1705658400}, {'ID': 147, 'priod': 83, 'publish_time': 1705053626}, {'ID': 145, 'priod': 82, 'publish_time': 1704448800}], '2025': [{'ID': 297, 'priod': 158, 'publish_time': 1750413600}, {'ID': 295, 'priod': 157, 'publish_time': 1749808800}, {'ID': 293, 'priod': 156, 'publish_time': 1749204246}, {'ID': 291, 'priod': 155, 'publish_time': 1748599200}, {'ID': 289, 'priod': 154, 'publish_time': 1747994400}, {'ID': 287, 'priod': 153, 'publish_time': 1747389600}, {'ID': 285, 'priod': 152, 'publish_time': 1746784800}, {'ID': 283, 'priod': 151, 'publish_time': 1746180000}, {'ID': 281, 'priod': 150, 'publish_time': 1745575200}, {'ID': 279, 'priod': 149, 'publish_time': 1744974975}, {'ID': 277, 'priod': 148, 'publish_time': 1744365600}, {'ID': 275, 'priod': 147, 'publish_time': 1743760800}, {'ID': 273, 'priod': 146, 'publish_time': 1743156000}, {'ID': 271, 'priod': 145, 'publish_time': 1742551200}, {'ID': 269, 'priod': 144, 'publish_time': 1741946400}, {'ID': 267, 'priod': 143, 'publish_time': 1741341600}, {'ID': 265, 'priod': 142, 'publish_time': 1740736800}, {'ID': 263, 'priod': 141, 'publish_time': 1740132000}, {'ID': 261, 'priod': 140, 'publish_time': 1739527200}, {'ID': 259, 'priod': 139, 'publish_time': 1738922400}, {'ID': 257, 'priod': 138, 'publish_time': 1738317600}, {'ID': 255, 'priod': 137, 'publish_time': 1737712800}, {'ID': 253, 'priod': 136, 'publish_time': 1737108000}, {'ID': 251, 'priod': 135, 'publish_time': 1736503200}, {'ID': 249, 'priod': 134, 'publish_time': 1735898400}]}
2025-06-26 07:20:45 | INFO | bilibili-crawler | 爬取数据完成
2025-06-26 07:20:45 | INFO | bilibili-crawler | 开始数据清洗
2025-06-26 07:20:47 | INFO | bilibili-crawler | 数据清洗完成
2025-06-26 07:20:47 | INFO | bilibili-crawler | 生成数据分析报告中
2025-06-26 07:20:47 | INFO | bilibili-crawler | 数据分析报告已生成
2025-06-26 07:22:34 | INFO | bilibili-crawler | 开始爬取数据
2025-06-26 07:22:38 | INFO | bilibili-crawler | 匹配到的文件: ['音乐榜单-热榜-数据爬取20250626_072235_096287.json']
2025-06-26 07:22:38 | INFO | bilibili-crawler | 最新的原始数据文件: 音乐榜单-热榜-数据爬取20250626_072235_096287.json
2025-06-26 07:22:38 | INFO | bilibili-crawler | 年度:2022
2025-06-26 07:22:38 | INFO | bilibili-crawler | 年度:2023
2025-06-26 07:22:38 | INFO | bilibili-crawler | 年度:2024
2025-06-26 07:22:38 | INFO | bilibili-crawler | 年度:2025
2025-06-26 07:22:38 | INFO | bilibili-crawler | 爬取数据完成
2025-06-26 07:22:38 | INFO | bilibili-crawler | 开始数据清洗
2025-06-26 07:22:40 | INFO | bilibili-crawler | 数据清洗完成
2025-06-26 07:22:40 | INFO | bilibili-crawler | 生成数据分析报告中
2025-06-26 07:22:40 | INFO | bilibili-crawler | 数据分析报告已生成
2025-06-26 07:27:02 | INFO | bilibili-crawler | 开始爬取数据
2025-06-26 07:27:06 | INFO | bilibili-crawler | 匹配到的文件: ['音乐榜单-热榜-数据爬取20250626_072235_096287.json', '音乐榜单-热榜-数据爬取20250626_072703_122298.json']
2025-06-26 07:27:06 | INFO | bilibili-crawler | 最新的原始数据文件: 音乐榜单-热榜-数据爬取20250626_072703_122298.json
2025-06-26 07:27:06 | INFO | bilibili-crawler | 年度:2022
2025-06-26 07:27:30 | INFO | bilibili-crawler | 开始爬取数据
2025-06-26 07:27:34 | INFO | bilibili-crawler | 匹配到的文件: ['音乐榜单-热榜-数据爬取20250626_072235_096287.json', '音乐榜单-热榜-数据爬取20250626_072703_122298.json', '音乐榜单-热榜-数据爬取20250626_072731_035128.json']
2025-06-26 07:27:34 | INFO | bilibili-crawler | 最新的原始数据文件: 音乐榜单-热榜-数据爬取20250626_072731_035128.json
2025-06-26 07:27:34 | INFO | bilibili-crawler | 年度:2022
2025-06-26 07:27:34 | INFO | bilibili-crawler | 年度:2023
2025-06-26 07:27:34 | INFO | bilibili-crawler | 年度:2024
2025-06-26 07:27:34 | INFO | bilibili-crawler | 年度:2025
2025-06-26 07:27:34 | INFO | bilibili-crawler | 爬取数据完成
2025-06-26 07:27:34 | INFO | bilibili-crawler | 开始数据清洗
2025-06-26 07:27:36 | INFO | bilibili-crawler | 数据清洗完成
2025-06-26 07:27:36 | INFO | bilibili-crawler | 生成数据分析报告中
